"features" "measure" "axis" "activity" "subject" "average"
"8462" "fBodyGyro" "std" "X" "LAYING" 2 -0.988860685833333
"8463" "fBodyGyro" "std" "X" "LAYING" 3 -0.975986433709677
"8464" "fBodyGyro" "std" "X" "LAYING" 4 -0.975094739444444
"8465" "fBodyGyro" "std" "X" "LAYING" 5 -0.980705769807692
"8466" "fBodyGyro" "std" "X" "LAYING" 6 -0.962164978596491
"8467" "fBodyGyro" "std" "X" "LAYING" 7 -0.962348254423077
"8468" "fBodyGyro" "std" "X" "LAYING" 8 -0.967846360740741
"8469" "fBodyGyro" "std" "X" "LAYING" 9 -0.9463891504
"8470" "fBodyGyro" "std" "X" "LAYING" 10 -0.96454456637931
"8471" "fBodyGyro" "std" "X" "LAYING" 11 -0.982424585438596
"8472" "fBodyGyro" "std" "X" "LAYING" 12 -0.969254585333333
"8473" "fBodyGyro" "std" "X" "LAYING" 13 -0.973446792419355
"8474" "fBodyGyro" "std" "X" "LAYING" 14 -0.959740488627451
"8475" "fBodyGyro" "std" "X" "LAYING" 15 -0.958224495416667
"8476" "fBodyGyro" "std" "X" "LAYING" 16 -0.977509583571429
"8477" "fBodyGyro" "std" "X" "LAYING" 17 -0.977203498309859
"8478" "fBodyGyro" "std" "X" "LAYING" 18 -0.993019371692308
"8479" "fBodyGyro" "std" "X" "LAYING" 19 -0.983944795060241
"8480" "fBodyGyro" "std" "X" "LAYING" 20 -0.985154588529412
"8481" "fBodyGyro" "std" "X" "LAYING" 21 -0.976226919888889
"8482" "fBodyGyro" "std" "X" "LAYING" 22 -0.958030986944444
"8483" "fBodyGyro" "std" "X" "LAYING" 23 -0.982665212638889
"8484" "fBodyGyro" "std" "X" "LAYING" 24 -0.984713284166667
"8485" "fBodyGyro" "std" "X" "LAYING" 25 -0.891308069041096
"8486" "fBodyGyro" "std" "X" "LAYING" 26 -0.990970119605263
"8487" "fBodyGyro" "std" "X" "LAYING" 27 -0.989382328918919
"8488" "fBodyGyro" "std" "X" "LAYING" 28 -0.958092114
"8489" "fBodyGyro" "std" "X" "LAYING" 29 -0.994652185217391
"8490" "fBodyGyro" "std" "X" "LAYING" 30 -0.974488400714286
"8491" "fBodyGyro" "std" "X" "SITTING" 1 -0.977904227021277
"8492" "fBodyGyro" "std" "X" "SITTING" 2 -0.986808501521739
"8493" "fBodyGyro" "std" "X" "SITTING" 3 -0.968013062884615
"8494" "fBodyGyro" "std" "X" "SITTING" 4 -0.973333107
"8495" "fBodyGyro" "std" "X" "SITTING" 5 -0.969390369318182
"8496" "fBodyGyro" "std" "X" "SITTING" 6 -0.963407046545455
"8497" "fBodyGyro" "std" "X" "SITTING" 7 -0.9427264225
"8498" "fBodyGyro" "std" "X" "SITTING" 8 -0.985339301521739
"8499" "fBodyGyro" "std" "X" "SITTING" 9 -0.9618360162
"8500" "fBodyGyro" "std" "X" "SITTING" 10 -0.989712360740741
"8501" "fBodyGyro" "std" "X" "SITTING" 11 -0.989189512641509
"8502" "fBodyGyro" "std" "X" "SITTING" 12 -0.976339901372549
"8503" "fBodyGyro" "std" "X" "SITTING" 13 -0.986714694081633
"8504" "fBodyGyro" "std" "X" "SITTING" 14 -0.981573087222222
"8505" "fBodyGyro" "std" "X" "SITTING" 15 -0.988881930508475
"8506" "fBodyGyro" "std" "X" "SITTING" 16 -0.982057861449275
"8507" "fBodyGyro" "std" "X" "SITTING" 17 -0.99004126046875
"8508" "fBodyGyro" "std" "X" "SITTING" 18 -0.992575399473684
"8509" "fBodyGyro" "std" "X" "SITTING" 19 -0.985576048219178
"8510" "fBodyGyro" "std" "X" "SITTING" 20 -0.978433538484848
"8511" "fBodyGyro" "std" "X" "SITTING" 21 -0.98955931
"8512" "fBodyGyro" "std" "X" "SITTING" 22 -0.982373346290323
"8513" "fBodyGyro" "std" "X" "SITTING" 23 -0.981523241176471
"8514" "fBodyGyro" "std" "X" "SITTING" 24 -0.988891551764706
"8515" "fBodyGyro" "std" "X" "SITTING" 25 -0.990550003076923
"8516" "fBodyGyro" "std" "X" "SITTING" 26 -0.991318436410256
"8517" "fBodyGyro" "std" "X" "SITTING" 27 -0.988984618428571
"8518" "fBodyGyro" "std" "X" "SITTING" 28 -0.98161514125
"8519" "fBodyGyro" "std" "X" "SITTING" 29 -0.990727755166667
"8520" "fBodyGyro" "std" "X" "SITTING" 30 -0.988484803225806
"8521" "fBodyGyro" "std" "X" "STANDING" 1 -0.987497128679245
"8522" "fBodyGyro" "std" "X" "STANDING" 2 -0.97498812462963
"8523" "fBodyGyro" "std" "X" "STANDING" 3 -0.901985672459016
"8524" "fBodyGyro" "std" "X" "STANDING" 4 -0.912464793928571
"8525" "fBodyGyro" "std" "X" "STANDING" 5 -0.912780915714286
"8526" "fBodyGyro" "std" "X" "STANDING" 6 -0.952817395263158
"8527" "fBodyGyro" "std" "X" "STANDING" 7 -0.947891986226415
"8528" "fBodyGyro" "std" "X" "STANDING" 8 -0.974200997592593
"8529" "fBodyGyro" "std" "X" "STANDING" 9 -0.924738576444444
"8530" "fBodyGyro" "std" "X" "STANDING" 10 -0.932273942727273
"8531" "fBodyGyro" "std" "X" "STANDING" 11 -0.981009115744681
"8532" "fBodyGyro" "std" "X" "STANDING" 12 -0.884385204098361
"8533" "fBodyGyro" "std" "X" "STANDING" 13 -0.955818411578947
"8534" "fBodyGyro" "std" "X" "STANDING" 14 -0.962741032833333
"8535" "fBodyGyro" "std" "X" "STANDING" 15 -0.948275234150943
"8536" "fBodyGyro" "std" "X" "STANDING" 16 -0.973926885
"8537" "fBodyGyro" "std" "X" "STANDING" 17 -0.981791318076923
"8538" "fBodyGyro" "std" "X" "STANDING" 18 -0.962272711643836
"8539" "fBodyGyro" "std" "X" "STANDING" 19 -0.946607045616438
"8540" "fBodyGyro" "std" "X" "STANDING" 20 -0.890525705068493
"8541" "fBodyGyro" "std" "X" "STANDING" 21 -0.964530315842697
"8542" "fBodyGyro" "std" "X" "STANDING" 22 -0.919851782380952
"8543" "fBodyGyro" "std" "X" "STANDING" 23 -0.941698515588235
"8544" "fBodyGyro" "std" "X" "STANDING" 24 -0.961885695217391
"8545" "fBodyGyro" "std" "X" "STANDING" 25 -0.97266417
"8546" "fBodyGyro" "std" "X" "STANDING" 26 -0.975321645675676
"8547" "fBodyGyro" "std" "X" "STANDING" 27 -0.970221836375
"8548" "fBodyGyro" "std" "X" "STANDING" 28 -0.886706768227848
"8549" "fBodyGyro" "std" "X" "STANDING" 29 -0.979162564923077
"8550" "fBodyGyro" "std" "X" "STANDING" 30 -0.911718163220339
"8551" "fBodyGyro" "std" "X" "WALKING" 1 -0.516691938736842
"8552" "fBodyGyro" "std" "X" "WALKING" 2 -0.604053019152542
"8553" "fBodyGyro" "std" "X" "WALKING" 3 -0.615121369827586
"8554" "fBodyGyro" "std" "X" "WALKING" 4 -0.542646759
"8555" "fBodyGyro" "std" "X" "WALKING" 5 -0.529392790178571
"8556" "fBodyGyro" "std" "X" "WALKING" 6 -0.515323854385965
"8557" "fBodyGyro" "std" "X" "WALKING" 7 -0.563615256666667
"8558" "fBodyGyro" "std" "X" "WALKING" 8 -0.234252005895833
"8559" "fBodyGyro" "std" "X" "WALKING" 9 -0.507404512692308
"8560" "fBodyGyro" "std" "X" "WALKING" 10 -0.458292932830189
"8561" "fBodyGyro" "std" "X" "WALKING" 11 -0.623150268983051
"8562" "fBodyGyro" "std" "X" "WALKING" 12 -0.5931428818
"8563" "fBodyGyro" "std" "X" "WALKING" 13 -0.435714710526316
"8564" "fBodyGyro" "std" "X" "WALKING" 14 -0.630082075932203
"8565" "fBodyGyro" "std" "X" "WALKING" 15 -0.357633378703704
"8566" "fBodyGyro" "std" "X" "WALKING" 16 -0.673741136862745
"8567" "fBodyGyro" "std" "X" "WALKING" 17 -0.504849290819672
"8568" "fBodyGyro" "std" "X" "WALKING" 18 -0.734901390178571
"8569" "fBodyGyro" "std" "X" "WALKING" 19 -0.108388809533846
"8570" "fBodyGyro" "std" "X" "WALKING" 20 -0.279931528352941
"8571" "fBodyGyro" "std" "X" "WALKING" 21 -0.491859244230769
"8572" "fBodyGyro" "std" "X" "WALKING" 22 -0.374496318695652
"8573" "fBodyGyro" "std" "X" "WALKING" 23 -0.545051691694915
"8574" "fBodyGyro" "std" "X" "WALKING" 24 -0.616915839310345
"8575" "fBodyGyro" "std" "X" "WALKING" 25 -0.406678108108108
"8576" "fBodyGyro" "std" "X" "WALKING" 26 -0.532999609491525
"8577" "fBodyGyro" "std" "X" "WALKING" 27 -0.642349125614035
"8578" "fBodyGyro" "std" "X" "WALKING" 28 -0.545480217777778
"8579" "fBodyGyro" "std" "X" "WALKING" 29 -0.654313559056604
"8580" "fBodyGyro" "std" "X" "WALKING" 30 -0.399032346
"8581" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 1 -0.495422486102041
"8582" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 2 -0.379436674361702
"8583" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 3 -0.30863033105102
"8584" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 4 -0.414919000955556
"8585" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 5 -0.51494094106383
"8586" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 6 -0.286724914610417
"8587" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 7 -0.432730974446809
"8588" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 8 -0.302735102631579
"8589" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 9 -0.423558773952381
"8590" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 10 -0.339514358157895
"8591" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 11 -0.397722757934783
"8592" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 12 -0.4223632375
"8593" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 13 -0.452190386808511
"8594" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 14 -0.378882872733333
"8595" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 15 -0.351630000285714
"8596" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 16 -0.470373498510638
"8597" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 17 -0.393194731747826
"8598" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 18 -0.513947089545455
"8599" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 19 0.196613286661538
"8600" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 20 -0.253365630644444
"8601" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 21 -0.469790144111111
"8602" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 22 -0.284532358444444
"8603" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 23 -0.482598325037037
"8604" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 24 -0.484894683818182
"8605" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 25 -0.316252107741379
"8606" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 26 -0.3981998635
"8607" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 27 -0.390968436431818
"8608" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 28 -0.345453346086957
"8609" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 29 -0.319123137947917
"8610" "fBodyGyro" "std" "X" "WALKING_DOWNSTAIRS" 30 -0.278386596338226
"8611" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 1 -0.565892490754717
"8612" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 2 -0.476358845625
"8613" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 3 -0.484820991355932
"8614" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 4 -0.483548693461538
"8615" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 5 -0.501685580212766
"8616" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 6 -0.390248128039216
"8617" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 7 -0.368636961470588
"8618" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 8 -0.409955580780488
"8619" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 9 -0.361626377102041
"8620" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 10 -0.34130162006383
"8621" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 11 -0.517811645740741
"8622" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 12 -0.5604629635
"8623" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 13 -0.562911002545455
"8624" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 14 -0.464742933888889
"8625" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 15 -0.4372253275
"8626" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 16 -0.509896031372549
"8627" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 17 -0.5244683916875
"8628" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 18 -0.60071129637931
"8629" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 19 -0.4775147465
"8630" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 20 -0.532021733921569
"8631" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 21 -0.560968048723404
"8632" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 22 -0.338139776690476
"8633" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 23 -0.590430783921569
"8634" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 24 -0.602945480677966
"8635" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 25 -0.500119831476923
"8636" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 26 -0.590812298
"8637" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 27 -0.574254281745098
"8638" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 28 -0.556383410588235
"8639" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 29 -0.350338205020408
"8640" "fBodyGyro" "std" "X" "WALKING_UPSTAIRS" 30 -0.503484236964615
"8641" "fBodyGyro" "std" "Y" "LAYING" 1 -0.9512320494
"8642" "fBodyGyro" "std" "Y" "LAYING" 2 -0.981910616458333
"8643" "fBodyGyro" "std" "Y" "LAYING" 3 -0.977032495483871
"8644" "fBodyGyro" "std" "Y" "LAYING" 4 -0.956182500185185
"8645" "fBodyGyro" "std" "Y" "LAYING" 5 -0.977257800961538
"8646" "fBodyGyro" "std" "Y" "LAYING" 6 -0.945365097894737
"8647" "fBodyGyro" "std" "Y" "LAYING" 7 -0.939727873653846
"8648" "fBodyGyro" "std" "Y" "LAYING" 8 -0.950316470925926
"8649" "fBodyGyro" "std" "Y" "LAYING" 9 -0.9231319366
"8650" "fBodyGyro" "std" "Y" "LAYING" 10 -0.953453496551724
"8651" "fBodyGyro" "std" "Y" "LAYING" 11 -0.982660631754386
"8652" "fBodyGyro" "std" "Y" "LAYING" 12 -0.955343675666667
"8653" "fBodyGyro" "std" "Y" "LAYING" 13 -0.959944126451613
"8654" "fBodyGyro" "std" "Y" "LAYING" 14 -0.929955407058824
"8655" "fBodyGyro" "std" "Y" "LAYING" 15 -0.959991907083333
"8656" "fBodyGyro" "std" "Y" "LAYING" 16 -0.968135251857143
"8657" "fBodyGyro" "std" "Y" "LAYING" 17 -0.970627806901408
"8658" "fBodyGyro" "std" "Y" "LAYING" 18 -0.983457774923077
"8659" "fBodyGyro" "std" "Y" "LAYING" 19 -0.959831365783133
"8660" "fBodyGyro" "std" "Y" "LAYING" 20 -0.973092518088235
"8661" "fBodyGyro" "std" "Y" "LAYING" 21 -0.946599855444444
"8662" "fBodyGyro" "std" "Y" "LAYING" 22 -0.960711254583333
"8663" "fBodyGyro" "std" "Y" "LAYING" 23 -0.954997309583333
"8664" "fBodyGyro" "std" "Y" "LAYING" 24 -0.95779294875
"8665" "fBodyGyro" "std" "Y" "LAYING" 25 -0.932293334794521
"8666" "fBodyGyro" "std" "Y" "LAYING" 26 -0.977491843421053
"8667" "fBodyGyro" "std" "Y" "LAYING" 27 -0.983052318513513
"8668" "fBodyGyro" "std" "Y" "LAYING" 28 -0.957552988125
"8669" "fBodyGyro" "std" "Y" "LAYING" 29 -0.992240785652174
"8670" "fBodyGyro" "std" "Y" "LAYING" 30 -0.965134152428571
"8671" "fBodyGyro" "std" "Y" "SITTING" 1 -0.962345042553192
"8672" "fBodyGyro" "std" "Y" "SITTING" 2 -0.977356188695652
"8673" "fBodyGyro" "std" "Y" "SITTING" 3 -0.939609988461538
"8674" "fBodyGyro" "std" "Y" "SITTING" 4 -0.954120419
"8675" "fBodyGyro" "std" "Y" "SITTING" 5 -0.947571471590909
"8676" "fBodyGyro" "std" "Y" "SITTING" 6 -0.944901470363636
"8677" "fBodyGyro" "std" "Y" "SITTING" 7 -0.93824472
"8678" "fBodyGyro" "std" "Y" "SITTING" 8 -0.96892443326087
"8679" "fBodyGyro" "std" "Y" "SITTING" 9 -0.910583361
"8680" "fBodyGyro" "std" "Y" "SITTING" 10 -0.983579646666667
"8681" "fBodyGyro" "std" "Y" "SITTING" 11 -0.982137919056604
"8682" "fBodyGyro" "std" "Y" "SITTING" 12 -0.959040695686274
"8683" "fBodyGyro" "std" "Y" "SITTING" 13 -0.97827070877551
"8684" "fBodyGyro" "std" "Y" "SITTING" 14 -0.958227403148148
"8685" "fBodyGyro" "std" "Y" "SITTING" 15 -0.973456092372881
"8686" "fBodyGyro" "std" "Y" "SITTING" 16 -0.954343752463768
"8687" "fBodyGyro" "std" "Y" "SITTING" 17 -0.984813098125
"8688" "fBodyGyro" "std" "Y" "SITTING" 18 -0.985710087894737
"8689" "fBodyGyro" "std" "Y" "SITTING" 19 -0.955598610136986
"8690" "fBodyGyro" "std" "Y" "SITTING" 20 -0.958015696363636
"8691" "fBodyGyro" "std" "Y" "SITTING" 21 -0.974723217647059
"8692" "fBodyGyro" "std" "Y" "SITTING" 22 -0.946107943548387
"8693" "fBodyGyro" "std" "Y" "SITTING" 23 -0.943733421029412
"8694" "fBodyGyro" "std" "Y" "SITTING" 24 -0.976252427794118
"8695" "fBodyGyro" "std" "Y" "SITTING" 25 -0.979828883230769
"8696" "fBodyGyro" "std" "Y" "SITTING" 26 -0.969488188974359
"8697" "fBodyGyro" "std" "Y" "SITTING" 27 -0.981037690285714
"8698" "fBodyGyro" "std" "Y" "SITTING" 28 -0.953207017222222
"8699" "fBodyGyro" "std" "Y" "SITTING" 29 -0.987259808666667
"8700" "fBodyGyro" "std" "Y" "SITTING" 30 -0.973804950806452
"8701" "fBodyGyro" "std" "Y" "STANDING" 1 -0.987107727735849
"8702" "fBodyGyro" "std" "Y" "STANDING" 2 -0.97103605037037
"8703" "fBodyGyro" "std" "Y" "STANDING" 3 -0.923125941147541
"8704" "fBodyGyro" "std" "Y" "STANDING" 4 -0.945825840178571
"8705" "fBodyGyro" "std" "Y" "STANDING" 5 -0.931857811428571
"8706" "fBodyGyro" "std" "Y" "STANDING" 6 -0.942539174210526
"8707" "fBodyGyro" "std" "Y" "STANDING" 7 -0.945818157735849
"8708" "fBodyGyro" "std" "Y" "STANDING" 8 -0.968055495925926
"8709" "fBodyGyro" "std" "Y" "STANDING" 9 -0.941950576888889
"8710" "fBodyGyro" "std" "Y" "STANDING" 10 -0.958399857954545
"8711" "fBodyGyro" "std" "Y" "STANDING" 11 -0.994353086595745
"8712" "fBodyGyro" "std" "Y" "STANDING" 12 -0.938529853770492
"8713" "fBodyGyro" "std" "Y" "STANDING" 13 -0.97142515122807
"8714" "fBodyGyro" "std" "Y" "STANDING" 14 -0.944306864
"8715" "fBodyGyro" "std" "Y" "STANDING" 15 -0.969442882075472
"8716" "fBodyGyro" "std" "Y" "STANDING" 16 -0.978402418717949
"8717" "fBodyGyro" "std" "Y" "STANDING" 17 -0.983946584871795
"8718" "fBodyGyro" "std" "Y" "STANDING" 18 -0.978801848493151
"8719" "fBodyGyro" "std" "Y" "STANDING" 19 -0.966967238082192
"8720" "fBodyGyro" "std" "Y" "STANDING" 20 -0.901237499589041
"8721" "fBodyGyro" "std" "Y" "STANDING" 21 -0.954080913707865
"8722" "fBodyGyro" "std" "Y" "STANDING" 22 -0.962172736666667
"8723" "fBodyGyro" "std" "Y" "STANDING" 23 -0.945871186029412
"8724" "fBodyGyro" "std" "Y" "STANDING" 24 -0.965798055507246
"8725" "fBodyGyro" "std" "Y" "STANDING" 25 -0.975960666081081
"8726" "fBodyGyro" "std" "Y" "STANDING" 26 -0.981740873108108
"8727" "fBodyGyro" "std" "Y" "STANDING" 27 -0.98185775725
"8728" "fBodyGyro" "std" "Y" "STANDING" 28 -0.936101609113924
"8729" "fBodyGyro" "std" "Y" "STANDING" 29 -0.989643721230769
"8730" "fBodyGyro" "std" "Y" "STANDING" 30 -0.939469774067797
"8731" "fBodyGyro" "std" "Y" "WALKING" 1 -0.0335081597884211
"8732" "fBodyGyro" "std" "Y" "WALKING" 2 -0.533046952542373
"8733" "fBodyGyro" "std" "Y" "WALKING" 3 -0.568888673448276
"8734" "fBodyGyro" "std" "Y" "WALKING" 4 -0.654657770166667
"8735" "fBodyGyro" "std" "Y" "WALKING" 5 -0.502683380535714
"8736" "fBodyGyro" "std" "Y" "WALKING" 6 -0.332008706842105
"8737" "fBodyGyro" "std" "Y" "WALKING" 7 -0.290859379017544
"8738" "fBodyGyro" "std" "Y" "WALKING" 8 -0.1908057215
"8739" "fBodyGyro" "std" "Y" "WALKING" 9 -0.490990336346154
"8740" "fBodyGyro" "std" "Y" "WALKING" 10 -0.204392821584906
"8741" "fBodyGyro" "std" "Y" "WALKING" 11 -0.453663184067797
"8742" "fBodyGyro" "std" "Y" "WALKING" 12 -0.4437983296
"8743" "fBodyGyro" "std" "Y" "WALKING" 13 -0.318618506122807
"8744" "fBodyGyro" "std" "Y" "WALKING" 14 0.0832950551222034
"8745" "fBodyGyro" "std" "Y" "WALKING" 15 -0.365361208555556
"8746" "fBodyGyro" "std" "Y" "WALKING" 16 -0.61194087745098
"8747" "fBodyGyro" "std" "Y" "WALKING" 17 -0.439238787704918
"8748" "fBodyGyro" "std" "Y" "WALKING" 18 -0.460890661785714
"8749" "fBodyGyro" "std" "Y" "WALKING" 19 -0.133010285461538
"8750" "fBodyGyro" "std" "Y" "WALKING" 20 0.107704805445098
"8751" "fBodyGyro" "std" "Y" "WALKING" 21 -0.419400879423077
"8752" "fBodyGyro" "std" "Y" "WALKING" 22 -0.481624411086957
"8753" "fBodyGyro" "std" "Y" "WALKING" 23 0.286581518449153
"8754" "fBodyGyro" "std" "Y" "WALKING" 24 -0.495896271896552
"8755" "fBodyGyro" "std" "Y" "WALKING" 25 -0.567201282027027
"8756" "fBodyGyro" "std" "Y" "WALKING" 26 -0.587939604576271
"8757" "fBodyGyro" "std" "Y" "WALKING" 27 -0.530943838421053
"8758" "fBodyGyro" "std" "Y" "WALKING" 28 -0.497470739444444
"8759" "fBodyGyro" "std" "Y" "WALKING" 29 -0.0941359695075472
"8760" "fBodyGyro" "std" "Y" "WALKING" 30 0.0955456046230769
"8761" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 1 -0.181414728657143
"8762" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 2 -0.458732747446809
"8763" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 3 -0.553094540204082
"8764" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 4 -0.691518367333333
"8765" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 5 -0.431552775319149
"8766" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 6 -0.235470976166667
"8767" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 7 -0.351717743191489
"8768" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 8 -0.0461356322868421
"8769" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 9 -0.364282565714286
"8770" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 10 -0.343237004473684
"8771" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 11 -0.481127494565217
"8772" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 12 -0.518923134565217
"8773" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 13 -0.24966032923617
"8774" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 14 0.0741391154937778
"8775" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 15 -0.360972848571429
"8776" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 16 -0.565214032765957
"8777" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 17 -0.469390428043478
"8778" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 18 -0.607757979272727
"8779" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 19 -0.028489571974359
"8780" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 20 -0.159961424355556
"8781" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 21 -0.388418746666667
"8782" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 22 -0.570339899444444
"8783" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 23 0.12605231802963
"8784" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 24 -0.523412701636364
"8785" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 25 -0.470641125
"8786" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 26 -0.4975063388
"8787" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 27 -0.543033246590909
"8788" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 28 -0.293108364565217
"8789" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 29 -0.354872689583333
"8790" "fBodyGyro" "std" "Y" "WALKING_DOWNSTAIRS" 30 -0.255732054951613
"8791" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 1 0.151538905566038
"8792" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 2 -0.459758488958333
"8793" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 3 -0.556045947118644
"8794" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 4 -0.489824279230769
"8795" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 5 -0.403486393191489
"8796" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 6 -0.31361857145098
"8797" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 7 -0.579964614705882
"8798" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 8 -0.0478802512585366
"8799" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 9 -0.352033091612245
"8800" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 10 0.171735785297872
"8801" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 11 -0.153787850538889
"8802" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 12 -0.483918390576923
"8803" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 13 -0.364283258727273
"8804" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 14 0.646233637037037
"8805" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 15 -0.243612269004167
"8806" "fBodyGyro" "std" "Y" "WALKING_UPSTAIRS" 16 -0.559600598431373
